id,smarts,krids
2088,[C;D1;H3:1]-[NH;D2;+0:2]-[c:3].[C:4]-[S+;H0;D3:5](-[C:6])-[CH3;D1;+0:7]>>[C;D1;H3:1]-[N;H0;D3;+0:2](-[CH3;D1;+0:7])-[c:3].[C:4]-[S;H0;D2;+0:5]-[C:6],['fae6d6c82399f3d459570f2735998d6411421e6b']
2089,[CH3;D1;+0:1]-[NH;D2;+0:2]-[c:3].[C:4]-[S;H0;D2;+0:5]-[C:6]>>[C:4]-[S+;H0;D3:5](-[C:6])-[CH3;D1;+0:1].[NH2;D1;+0:2]-[c:3],"['0cec34ea10e6f78c8350721752c1138b79d883f0', 'defe9750c474551406f22ef9bfdc792b3a682a7f']"
2090,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[CH3;D1;+0:12]-[OH;D1;+0:13]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[CH2;D1;+0:12]=[O;H0;D1;+0:13],['432f9c1ccd54f6f7d89b550f7e1b8a4a0ad23cbf']
2091,[#7;a:1]:[c:2](-[NH2;D1;+0:3]):[#7;a:4].[CH3;D1;+0:5]-[OH;D1;+0:6].[O;D1;H0:7]=[C;H0;D2;+0:8]=[O;H0;D1;+0:9]>>[#7;a:1]:[c:2](-[NH;D2;+0:3]-[C;H0;D3;+0:8](=[O;D1;H0:7])-[O;H0;D2;+0:9]-[CH3;D1;+0:5]):[#7;a:4].[OH2;D0;+0:6],['46396c3a57a7598a6ae09c6b0d7a070263563705']
2092,[CH3;D1;+0:1]-[OH;D1;+0:2].[O;D1;H0:3]=[C:4]-[OH;D1;+0:5]>>[CH3;D1;+0:1]-[O;H0;D2;+0:5]-[C:4]=[O;D1;H0:3].[OH2;D0;+0:2],"['001dda7fedeeb78ab48ac626c6a8d8b72ceda9c7', '093d8c4f0ed86b9a79bd87142a82a1178586576a']"
2093,[CH3;D1;+0:1]-[OH;D1;+0:2].[O;D1;H0:3]=[CH;D2;+0:4]-[OH;D1;+0:5]>>[CH2;D1;+0:4]=[O;D1;H0:3].[CH2;D1;+0:1]=[O;H0;D1;+0:2].[OH2;D0;+0:5],['ae56a3dbb39cc7ef5848ee7ead5ba66c48ac007d']
2094,[CH3;D1;+0:1]-[OH;D1;+0:2].[OH;D1;+0:3]-[c:4]>>[CH3;D1;+0:1]-[O;H0;D2;+0:3]-[c:4].[OH2;D0;+0:2],['b2d7eb700bac731bf4762d8b2cc9f0c425c7684d']
2095,[C:1]-[S;H0;D2;+0:2]-[C:3].[C:4]=[C:5]-[C:6](=[O;D1;H0:7])-[O;H0;D2;+0:8]-[CH3;D1;+0:9]>>[C:1]-[S+;H0;D3:2](-[C:3])-[CH3;D1;+0:9].[C:4]=[C:5]-[C:6](=[O;D1;H0:7])-[OH;D1;+0:8],"['f8370903e4f24a23b32bb89c34cae6bb62e312a7', '3b3766d5659f724b5c0278663cfecbc943e65e01', '2538dea85d2b5a35481cb88d2a9026d4c8143f44', '6a269420d90503f7f30fef27d5c78f91e89843c8']"
2096,[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[C;H0;D3;+0:5](=[O;H0;D1;+0:6])-[C:7].[#8:8]-[C:9]-[N;H0;D3;+0:10]1-[CH;D2;+0:11]=[CH;D2;+0:12]-[CH2;D2;+0:13]-[C;H0;D3;+0:14](-[C:15](-[N;D1;H2:16])=[O;D1;H0:17])=[CH;D2;+0:18]-1>>[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[CH;D3;+0:5](-[OH;D1;+0:6])-[C:7].[#8:8]-[C:9]-[n+;H0;D3:10]1:[cH;D2;+0:11]:[cH;D2;+0:12]:[cH;D2;+0:13]:[c;H0;D3;+0:14](-[C:15](-[N;D1;H2:16])=[O;D1;H0:17]):[cH;D2;+0:18]:1,['f1fd5c392cf8881b31b1a5d0c69a54873401bccf']
2097,[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[CH;D3;+0:5](-[OH;D1;+0:6])-[C:7].[#8:8]-[C:9]-[n+;H0;D3:10]1:[cH;D2;+0:11]:[c;H0;D3;+0:12](-[C:13](-[N;D1;H2:14])=[O;D1;H0:15]):[cH;D2;+0:16]:[cH;D2;+0:17]:[cH;D2;+0:18]:1>>[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[C;H0;D3;+0:5](=[O;H0;D1;+0:6])-[C:7].[#8:8]-[C:9]-[N;H0;D3;+0:10]1-[CH;D2;+0:11]=[C;H0;D3;+0:12](-[C:13](-[N;D1;H2:14])=[O;D1;H0:15])-[CH2;D2;+0:16]-[CH;D2;+0:17]=[CH;D2;+0:18]-1,['1658d38ed7503709dfc580da99450d3f87b71866']
2098,[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[CH;D3;+0:5](-[OH;D1;+0:6])-[C:7].[O;D1;H0:8]=[C:9]-[OH;D1;+0:10]>>[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[CH;D3;+0:5](-[O;H0;D2;+0:10]-[C:9]=[O;D1;H0:8])-[C:7].[OH2;D0;+0:6],['cf74eacca2082f57d8df417f496170841e6998af']
2099,[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[CH;D3;+0:5](-[O;H0;D2;+0:6]-[C:7]=[O;D1;H0:8])-[C:9].[OH2;D0;+0:10]>>[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[CH;D3;+0:5](-[OH;D1;+0:10])-[C:9].[O;D1;H0:8]=[C:7]-[OH;D1;+0:6],['d464e272661ed94313fd6ba83b9bc8ee3bfd915c']
2100,[#8:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4](-[c:5])-[C;H0;D4;+0:6](-[C;D1;H3:7])(-[OH;D1;+0:8])-[C:9]-[C:10]=[O;D1;H0:11]>>[#8:1]-[C:2](=[O;D1;H0:3])-[CH2;D2;+0:4]-[c:5].[C;D1;H3:7]-[C;H0;D3;+0:6](=[O;H0;D1;+0:8])-[C:9]-[C:10]=[O;D1;H0:11],['24e8f4ba9d366f083c1552368a8d8d8d07000cf3']
2101,[C:1]=[C:2]-[C:3](=[O;D1;H0:4])-[O;H0;D2;+0:5]-[CH3;D1;+0:6].[OH2;D0;+0:7]>>[CH3;D1;+0:6]-[OH;D1;+0:7].[C:1]=[C:2]-[C:3](=[O;D1;H0:4])-[OH;D1;+0:5],['462d406ea2ee7e2873971168fd996a232f1569a8']
2102,[CH3;D1;+0:1]-[O;H0;D2;+0:2]-[C:3]=[O;D1;H0:4].[OH2;D0;+0:5]>>[CH3;D1;+0:1]-[OH;D1;+0:5].[O;D1;H0:4]=[C:3]-[OH;D1;+0:2],"['8957d626094afbb27ce2b0fdcdddce3c58660794', '0cd14bbdb2237415c48a28e50e54c51444f11356']"
2103,[#8:1]-[C:2](=[O;D1;H0:3])-[CH2;D2;+0:4]-[c:5].[C;D1;H3:6]-[C;H0;D3;+0:7](=[O;H0;D1;+0:8])-[C:9]-[C:10]=[O;D1;H0:11]>>[#8:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4](-[c:5])-[C;H0;D4;+0:7](-[C;D1;H3:6])(-[OH;D1;+0:8])-[C:9]-[C:10]=[O;D1;H0:11],['acb1910bba3fac476e7e1274283ecf93d77104e7']
2104,[#7;a:1]:[c:2](-[NH;D2;+0:3]-[C;H0;D3;+0:4](=[O;D1;H0:5])-[O;H0;D2;+0:6]-[CH3;D1;+0:7]):[#7;a:8].[OH2;D0;+0:9]>>[#7;a:1]:[c:2](-[NH2;D1;+0:3]):[#7;a:8].[CH3;D1;+0:7]-[OH;D1;+0:9].[O;D1;H0:5]=[C;H0;D2;+0:4]=[O;H0;D1;+0:6],['0091805be9fcd25e71377bfacd2b8a66f8ea2052']
2105,[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4]=[C:5].[OH2;D0;+0:6]>>[C:1]-[C;H0;D4;+0:2](-[OH;D1;+0:3])(-[OH;D1;+0:6])-[C:4]=[C:5],"['da3ad671dd2cce2fe6e58d179227500303bee473', '6b0f46c421f1d31f0e8dc4488678ee37a0744121', '804cf05dfa1cf0a38bd725928506598cb4722fa9']"
2106,[C:1]-[C;H0;D4;+0:2](-[OH;D1;+0:3])(-[OH;D1;+0:4])-[C:5]=[C:6]>>[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:5]=[C:6].[OH2;D0;+0:4],"['be265ae85b013f387c69f368e3c370d46ceae11a', '7c1df783a7a73307fca074f79ee6c5baeebc1600', 'b3c2b5ea4f445818a73bb73231ce719c531100e5']"
2107,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C;D1;H3:12]-[C;H0;D3;+0:13](=[O;D1;H0:14])-[O;H0;D2;+0:15]-[CH3;D1;+0:16].[OH2;D0;+0:17]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C;D1;H3:12]-[C;H0;D3;+0:13](-[CH3;D1;+0:16])=[O;D1;H0:14].[O;H0;D1;+0:17]=[O;H0;D1;+0:15],['cda1b5d0e78a720026a30d3ab26e98e74dde7fb1']
2108,[C;D1;H3:1]-[C:2](=[O;D1;H0:3])-[O;H0;D2;+0:4]-[CH3;D1;+0:5].[OH2;D0;+0:6]>>[C;D1;H3:1]-[C:2](=[O;D1;H0:3])-[OH;D1;+0:4].[CH3;D1;+0:5]-[OH;D1;+0:6],['f0adb9132d8e5ef1fbf2ada55a49b18d874d7f60']
2109,[C:1]-[S;H0;D2;+0:2]-[C:3].[C:4]=[C:5](-[O;H0;D2;+0:6]-[CH3;D1;+0:7])-[C:8]=[O;D1;H0:9]>>[C:1]-[S+;H0;D3:2](-[C:3])-[CH3;D1;+0:7].[C:4]=[C:5](-[OH;D1;+0:6])-[C:8]=[O;D1;H0:9],"['75546ee0dc4c1d22f857237b87a9b80158981de6', '61b938f87d23c8b67558ca0fcc48b5b539818430']"
2110,[#8:1]-[C;H0;D3;+0:2]1=[C;H0;D3;+0:3](-[#8:4])-[C;H0;D3;+0:5](=[O;H0;D1;+0:6])-[C;H0;D3;+0:7](-[C;D1;H3:8])=[C;H0;D3;+0:9](-[C:10]-[C:11]=[C:12])-[C;H0;D3;+0:13]-1=[O;H0;D1;+0:14].[#8:15]-[C:16]-[N;H0;D3;+0:17]1-[CH;D2;+0:18]=[CH;D2;+0:19]-[CH2;D2;+0:20]-[C;H0;D3;+0:21](-[C:22](-[N;D1;H2:23])=[O;D1;H0:24])=[CH;D2;+0:25]-1>>[#8:15]-[C:16]-[n+;H0;D3:17]1:[cH;D2;+0:18]:[cH;D2;+0:19]:[cH;D2;+0:20]:[c;H0;D3;+0:21](-[C:22](-[N;D1;H2:23])=[O;D1;H0:24]):[cH;D2;+0:25]:1.[#8:1]-[c;H0;D3;+0:2]1:[c;H0;D3;+0:3](-[#8:4]):[c;H0;D3;+0:5](-[OH;D1;+0:6]):[c;H0;D3;+0:7](-[C;D1;H3:8]):[c;H0;D3;+0:9](-[C:10]-[C:11]=[C:12]):[c;H0;D3;+0:13]:1-[OH;D1;+0:14],"['6030ed09f7f5786601027483c10114d9cc3ff0d6', 'fb4bb331edde793deb0b0dd408e7b951b5803ceb']"
2111,[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[#8:12]-[C:13]1(-[C:14]=[O;D1;H0:15])-[C:16]=[C:17]-[C:18](=[O;D1;H0:19])-[CH;D2;+0:20]=[C;H0;D3;+0:21]-1-[C;D1;H3:22]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[#8:12]-[C:13]1(-[C:14]=[O;D1;H0:15])-[C:16]=[C:17]-[C:18](=[O;D1;H0:19])-[CH2;D2;+0:20]-[CH;D3;+0:21]-1-[C;D1;H3:22],['819ec7948468a44eab5780ab9df2f562fbd71090']
2112,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[#8:12]-[C:13]1(-[C:14]=[C:15]-[C:16](=[O;D1;H0:17])-[CH2;D2;+0:18]-[CH;D3;+0:19]-1-[C;D1;H3:20])-[C:21]=[O;D1;H0:22]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[#8:12]-[C:13]1(-[C:14]=[C:15]-[C:16](=[O;D1;H0:17])-[CH;D2;+0:18]=[C;H0;D3;+0:19]-1-[C;D1;H3:20])-[C:21]=[O;D1;H0:22],['605dd73fe557cc07aad22194d5dfdc25a1f9997d']
2113,[CH3;D1;+0:1]-[O;H0;D2;+0:2]-[c:3].[C:4]-[C;H0;D3;+0:5](=[O;D1;H0:6])-[C;H0;D3;+0:7](=[O;D1;H0:8])-[OH;D1;+0:9].[O;H0;D1;+0:10]=[O;H0;D1;+0:11]>>[CH2;D1;+0:1]=[O;H0;D1;+0:10].[C:4]-[C;H0;D3;+0:5](=[O;D1;H0:6])-[OH;D1;+0:11].[O;D1;H0:8]=[C;H0;D2;+0:7]=[O;H0;D1;+0:9].[OH;D1;+0:2]-[c:3],"['39f0630ac550a63efbbb4ef72ec2a17c70fa4a4c', 'ef8e7918d9b3ab8237b1f3f10542eff8b55a153a', '540c0a28484f8ca78fe2df599db91ecdc3e0e933', '37051aa5b02a97761e0499a715fa96ff710f2167']"
2114,[C:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[C;H0;D3;+0:4](=[O;D1;H0:5])-[OH;D1;+0:6].[C:7]=[C:8]-[O;H0;D2;+0:9]-[CH3;D1;+0:10].[O;H0;D1;+0:11]=[O;H0;D1;+0:12]>>[CH2;D1;+0:10]=[O;H0;D1;+0:11].[C:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[OH;D1;+0:12].[C:7]=[C:8]-[OH;D1;+0:9].[O;D1;H0:5]=[C;H0;D2;+0:4]=[O;H0;D1;+0:6],['6c64bfb9bd39068f66e9b500e14cc17d0010f6f6']
2115,[CH3;D1;+0:1]-[O;H0;D2;+0:2]-[C:3]-[C:4]=[O;D1;H0:5].[C:6]-[S;H0;D2;+0:7]-[C:8]>>[C:6]-[S+;H0;D3:7](-[C:8])-[CH3;D1;+0:1].[O;D1;H0:5]=[C:4]-[C:3]-[OH;D1;+0:2],['86289b20072bd1c11da98f93de78b82c81b3ad38']
2116,[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C:12]-[NH2;D1;+0:13].[O;H0;D1;+0:14]=[O;H0;D1;+0:15]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C:12]-[NH;D2;+0:13]-[OH;D1;+0:14].[OH2;D0;+0:15],"['96a8e9191f3cec92974b2bac2a13aa1dad5359d4', 'd5b319b02318de343aec2c74963b73ef5795311f', '12375eb8f80e3204722162c8fcc8392a66c36c71', '0085ddfa9f17ba2bbeb5b963909ec602a1a0e214', 'b80c2d68a55a0f046e9a679bc536dac09e5d6fe8']"
2117,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[NH;D2;+0:13]-[OH;D1;+0:14].[OH2;D0;+0:15]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[NH2;D1;+0:13].[O;H0;D1;+0:14]=[O;H0;D1;+0:15],"['263b74d77384cf586f330b7a1358e84562c03f1a', 'f8fcb4e9898497f7a107b1c1456b3a67f8ee8601', '0a0d41640a5d18a1ad2daa33c5d9688d53b7084b', '26238d79ff50551edf8b157b58f17cec53ff469a', '3fad20a7b67444fc477725a17e50a5d7211789e3']"
2118,[#15:1]-[O;H0;D2;+0:2]-[C;H0;D3;+0:3](-[N;D1;H2:4])=[O;D1;H0:5].[C:6]-[OH;D1;+0:7]>>[#15:1]-[OH;D1;+0:2].[C:6]-[O;H0;D2;+0:7]-[C;H0;D3;+0:3](-[N;D1;H2:4])=[O;D1;H0:5],"['e1a4d5e8fe56493a90c0025fee2ce07ab8c2278a', '8c7220f457b3fb78314975620d446e9613b3e7ca', 'dfe9096d615c9e557b335d2fd3b4c1a0263d7c86']"
2119,[#15:1]-[OH;D1;+0:2].[C:3]-[O;H0;D2;+0:4]-[C;H0;D3;+0:5](-[N;D1;H2:6])=[O;D1;H0:7]>>[#15:1]-[O;H0;D2;+0:2]-[C;H0;D3;+0:5](-[N;D1;H2:6])=[O;D1;H0:7].[C:3]-[OH;D1;+0:4],"['ff03831152ccae9514cd58a6793fde2128e8a8a8', '4dbcf4f30c9d39de679a83cada123a2657a566d2', 'af8ed8e83e987a13f11faa5c5623c0ed8ead6050']"
2120,[C:1]-[S;H0;D2;+0:2]-[C:3].[C:4]=[C:5]-[C:6]-[O;H0;D2;+0:7]-[CH3;D1;+0:8]>>[C:1]-[S+;H0;D3:2](-[C:3])-[CH3;D1;+0:8].[C:4]=[C:5]-[C:6]-[OH;D1;+0:7],['fa22bbf3b21a22f8e34076de215bedab59c98969']
2121,[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[CH3;D1;+0:12]-[O;H0;D2;+0:13]-[c:14].[O;H0;D1;+0:15]=[O;H0;D1;+0:16]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[CH2;D1;+0:12]=[O;H0;D1;+0:15].[OH2;D0;+0:16].[OH;D1;+0:13]-[c:14],['d68ac5a9bbf2eca2eaa49741bf97d450a2e36e78']
2122,[#7;a:1]:[c:2]:[c:3](:[c:4]:[#7;a:5])-[NH;D2;+0:6]-[C:7].[CH3;D1;+0:8]-[O;H0;D2;+0:9]-[c:10]>>[#7;a:1]:[c:2]:[c:3](:[c:4]:[#7;a:5])-[N;H0;D3;+0:6](-[CH3;D1;+0:8])-[C:7].[OH;D1;+0:9]-[c:10],"['13d43a98ab432099d8b210649554463c09fd9ad8', '85cb230c819ab3167c9462d9ec95873b4698031d', 'b7736d24ea6aa20eab9235186d4f072e44625627']"
2123,[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[O;D1;H0:12]=[C;H0;D3;+0:13](-[OH;D1;+0:14])-[c:15]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[O;D1;H0:12]=[CH;D2;+0:13]-[c:15].[OH2;D0;+0:14],"['226e60d69e69d44f4551a6369b6b60295396ca3a', 'faa8f2c9f338c9480a7ad73d2f9159a1d8f5b804', '6e50f987241f3b029b5e31a87bdd30d4b65575a7', 'b0715923e9f8253dbd9fcdf583dff49de53ef177', 'add9566ea4d23aafb5e3091eee094d9c7e9e9b90']"
2124,[O;D1;H0:1]=[C;H0;D3;+0:2](-[OH;D1;+0:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>[O;D1;H0:1]=[C;H0;D2;+0:2]=[O;H0;D1;+0:3].[c:5]:[cH;D2;+0:4]:[c:6],"['fb4f76c6e7fdad6c3434bf42106d59d0de608123', '983529f4da7fa97ee929d970096ba4fd860cf6ba', '3ad01211cdbc2b410a2a2f254f9c3dfe8d57045b', 'b56e7b2de8c47b505fa1c7990b5db60cfefd1e09', 'f71bdfcf8249756f190f7d121b74b7d8d3c0cc19', '030e872296f5985b2624100c8eea326ed1d7ed0e', '989b4a1f687c18d99d1dba2ed1bbc9ee2ecf836b', '22d0c3e5bf9b28fed926ae5e4592a1ca624f269e']"
2125,[C:1]-[CH;D3;+0:2](-[O;H0;D2;+0:3]-[c;H0;D3;+0:4](:[c:5]):[c:6])-[CH;D3;+0:7](-[OH;D1;+0:8])-[c:9].[OH;D1;+0:10]-[OH;D1;+0:11]>>[C:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[O;H0;D1;+0:8]=[CH;D2;+0:7]-[c:9].[OH2;D0;+0:10].[OH;D1;+0:11]-[c;H0;D3;+0:4](:[c:5]):[c:6],"['e51a7ced8a8b5c78c15231b1afabc2a622adbbe9', '65077cf6fef9a01e1098b2df951da143951d0dad']"
2126,[O;D1;H0:1]=[C:2](-[O;D1;H1:3])-[CH2;D2;+0:4]-[CH;D3;+0:5](-[OH;D1;+0:6])-[c:7]>>[CH3;D1;+0:4]-[C:2](=[O;D1;H0:1])-[O;D1;H1:3].[O;H0;D1;+0:6]=[CH;D2;+0:5]-[c:7],"['9c96d392721644895f1ee0ac9f8164969ab37af0', 'bca897501d4be98132863b5d1f10445cc2366f95']"
2127,[O;D1;H0:1]=[C:2](-[O;D1;H1:3])-[CH2;D2;+0:4]-[CH;D3;+0:5](-[OH;D1;+0:6])-[c:7]>>[O;D1;H0:1]=[C:2](-[O;D1;H1:3])-[CH;D2;+0:4]=[CH;D2;+0:5]-[c:7].[OH2;D0;+0:6],"['a6175b156566090309d4469f8d7418b0dd3660ab', '43822bdec27441543bbbba7dabef24e32bb0a73d']"
2128,[#8;a:1]:[c:2]-[CH;D3;+0:3]1-[CH;D3;+0:4](-[C:5])-[CH;D3;+0:6](-[C:7])-[CH;D2;+0:8]=[CH;D2;+0:9]-[CH;D3;+0:10]-1-[C;D1;H3:11]>>[#8;a:1]:[c:2]-[CH;D2;+0:3]=[CH;D2;+0:4]-[C:5].[C:7]-[CH;D2;+0:6]=[CH;D2;+0:8]-[CH;D2;+0:9]=[CH;D2;+0:10]-[C;D1;H3:11],['d7b6bc4fafbf007f570f90f4c04807c51d55bd0b']
2129,[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C:12]-[O;H0;D2;+0:13]-[CH;D3;+0:14](-[c:15])-[C:16]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C:16]-[CH2;D2;+0:14]-[c:15].[C:12]-[OH;D1;+0:13],"['23dec0116670bd5b8da63355bb657d2af71af738', 'bcdadbffc0631af36ee84c65b6b57ee6932e86b7']"
2130,[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C:12]-[CH;D3;+0:13](-[c:14])-[O;H0;D2;+0:15]-[c:16]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C:12]-[CH2;D2;+0:13]-[c:14].[OH;D1;+0:15]-[c:16],"['52b2a3b4420e7aee59b4cdd48dcd10ed78bd0da8', '9d347b0f876db4b166df2d708230087734f2cabe']"
2131,[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[O;D1;H0:12]=[C:13]-[CH;D2;+0:14]=[CH;D2;+0:15]-[c:16]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[O;D1;H0:12]=[C:13]-[CH2;D2;+0:14]-[CH2;D2;+0:15]-[c:16],"['651c1d0af915926650e560d65c448c1d66d4bbe8', '8327265964e44a952361a99b36262340592ce5c2']"
2132,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[O;D1;H0:12]=[C:13]-[CH2;D2;+0:14]-[CH2;D2;+0:15]-[c:16]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[O;D1;H0:12]=[C:13]-[CH;D2;+0:14]=[CH;D2;+0:15]-[c:16],"['b9904560589b6ea9118f138ae0b5f034a37892d3', 'dabe7ee33846fe0c4fcc3d4bc0883b9ae57adc7a']"
2133,[C:1]-[OH;D1;+0:2].[C:3]=[C:4]-[C;H0;D3;+0:5](=[O;D1;H0:6])-[OH;D1;+0:7]>>[C:1]-[O;H0;D2;+0:2]-[C;H0;D3;+0:5](=[O;D1;H0:6])-[C:4]=[C:3].[OH2;D0;+0:7],['d6be761b16ab5a93a06839f110100bbb9aead178']
